character,slug,eidolon,eidolon_number,name,description
Tingyun,tingyun,E1,1,E,"Windfall of Lucky Springs 1 Windfall of Lucky Springs Eidolon 1 After using their Ultimate, the ally with Benediction gains a 20% increase in SPD for 1 turn. E 2 Gainfully Gives, Givingly Gains Eidolon 2 The ally with Benediction regenerates 5 Energy after defeating an enemy. This effect can only be triggered once per turn. E 3 Halcyon Bequest Eidolon 3 Ultimate Lv. + 2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 . E 4 Jovial Versatility Eidolon 4 The DMG multiplier provided by Benediction increases by 20% . E 5 Sauntering Coquette Eidolon 5 Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Peace Brings Wealth to All Eidolon 6 Ultimate regenerates 10 more Energy for the target ally."
Tingyun,tingyun,E2,2,"After using their Ultimate, the ally with Benediction gains a","After using their Ultimate, the ally with Benediction gains a 20% increase in SPD for 1 turn. 20% increase in SPD for 1 turn."
Tingyun,tingyun,E3,3,The ally with Benediction regenerates,The ally with Benediction regenerates 5 Energy after defeating an enemy. This effect can only be triggered once per turn. 5 Energy after defeating an enemy. This effect can only be triggered once per turn.
Tingyun,tingyun,E4,4,Ultimate Lv. +,"Ultimate Lv. + 2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 . 2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 ."
Tingyun,tingyun,E5,5,The DMG multiplier provided by Benediction increases by,The DMG multiplier provided by Benediction increases by 20% . 20% .
Tingyun,tingyun,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Tingyun,tingyun,E7,7,Ultimate regenerates,Ultimate regenerates 10 more Energy for the target ally. 10 more Energy for the target ally.
Tingyun • Fugue,tingyun-fugue,E1,1,E,"Earthbound I Was, Cloudward I Be 1 Earthbound I Was, Cloudward I Be Eidolon 1 Ally target with ""Foxian Prayer"" increases their Weakness Break Efficiency by 50% . E 2 Beatitude Dawns for the Worthy Eidolon 2 When an enemy target's Weakness gets broken, Fugue regenerates 3 Energy. After using Ultimate, advances the action of all allies by 24% . E 3 Verity Weaves Thoughts to Blade Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 4 Bereft of Form, Which Name to Bear Eidolon 4 Ally target with ""Foxian Prayer"" increases their Break DMG dealt by 20% . E 5 Colored Cloud Rains Fortune Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Clairvoyance of Boom and Doom Eidolon 6 Increases Fugue's Weakness Break Efficiency by 50% . While Fugue is in the ""Torrid Scorch"" state, ""Foxian Prayer"" takes effect on all allies."
Tingyun • Fugue,tingyun-fugue,E2,2,"Ally target with ""Foxian Prayer"" increases their Weakness Break Efficiency by","Ally target with ""Foxian Prayer"" increases their Weakness Break Efficiency by 50% . 50% ."
Tingyun • Fugue,tingyun-fugue,E3,3,"When an enemy target's Weakness gets broken, Fugue regenerates","When an enemy target's Weakness gets broken, Fugue regenerates 3 Energy. After using Ultimate, advances the action of all allies by 24% . 3 Energy. After using Ultimate, advances the action of all allies by 24% ."
Tingyun • Fugue,tingyun-fugue,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Tingyun • Fugue,tingyun-fugue,E5,5,"Ally target with ""Foxian Prayer"" increases their Break DMG dealt by","Ally target with ""Foxian Prayer"" increases their Break DMG dealt by 20% . 20% ."
Tingyun • Fugue,tingyun-fugue,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Tingyun • Fugue,tingyun-fugue,E7,7,Increases Fugue's Weakness Break Efficiency by,"Increases Fugue's Weakness Break Efficiency by 50% . While Fugue is in the ""Torrid Scorch"" state, ""Foxian Prayer"" takes effect on all allies. 50% . While Fugue is in the ""Torrid Scorch"" state, ""Foxian Prayer"" takes effect on all allies."
Topaz & Numby,topaz,E1,1,E,"Future Market 1 Future Market Eidolon 1 When enemies afflicted with Proof of Debt receive follow-up attacks, they will enter the Debtor state. This can take effect only once within a single action. The Debtor state increases the CRIT DMG of follow-up attacks inflicted on the target enemies by 25% , stacking up to 2 time(s). When Proof of Debt is removed, the Debtor state is also removed. E 2 Bona Fide Acquisition Eidolon 2 After Numby takes action and launches an attack, Topaz regenerates 5 Energy. E 3 Seize the Big and Free the Small Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 4 Agile Operation Eidolon 4 After Numby's turn begins, Topaz's action is Advanced Forward by 20% . E 5 Inflationary Demand Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Incentive Mechanism Eidolon 6 Numby's attack count during the Windfall Bonanza! state increases by 1, and its Fire RES PEN increases by 10% when it attacks."
Topaz & Numby,topaz,E2,2,"When enemies afflicted with Proof of Debt receive follow-up attacks, they will enter the Debtor state. This can take effect only once within a single action. The Debtor state increases the CRIT DMG of follow-up attacks inflicted on the target enemies by","When enemies afflicted with Proof of Debt receive follow-up attacks, they will enter the Debtor state. This can take effect only once within a single action. The Debtor state increases the CRIT DMG of follow-up attacks inflicted on the target enemies by 25% , stacking up to 2 time(s). When Proof of Debt is removed, the Debtor state is also removed. 25% , stacking up to 2 time(s). When Proof of Debt is removed, the Debtor state is also removed."
Topaz & Numby,topaz,E3,3,"After Numby takes action and launches an attack, Topaz regenerates","After Numby takes action and launches an attack, Topaz regenerates 5 Energy. 5 Energy."
Topaz & Numby,topaz,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Topaz & Numby,topaz,E5,5,"After Numby's turn begins, Topaz's action is Advanced Forward by","After Numby's turn begins, Topaz's action is Advanced Forward by 20% . 20% ."
Topaz & Numby,topaz,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Topaz & Numby,topaz,E7,7,"Numby's attack count during the Windfall Bonanza! state increases by 1, and its Fire RES PEN increases by","Numby's attack count during the Windfall Bonanza! state increases by 1, and its Fire RES PEN increases by 10% when it attacks. 10% when it attacks."
Trailblazer • Destruction,trailblazer-destruction,E1,1,E,"A Falling Star 1 A Falling Star Eidolon 1 When enemies are defeated due to the Trailblazer's Ultimate, the Trailblazer regenerates 10 extra Energy. This effect can only be triggered once per attack. E 2 An Unwilling Host Eidolon 2 Attacking enemies with Physical Weakness restores the Trailblazer's HP equal to 5% of the Trailblazer's ATK. E 3 A Leading Whisper Eidolon 3 Skill Lv. + 2 , up to a maximum of Lv. 15 . Talent Lv. + 2 , up to a maximum of Lv. 15 . E 4 A Destructing Glance Eidolon 4 When attacking an enemy with Weakness Break, CRIT Rate is increased by 25% . E 5 A Surviving Hope Eidolon 5 Ultimate Lv. + 2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 . E 6 A Trailblazing Will Eidolon 6 The Trailblazer's Talent is also triggered when they defeat an enemy."
Trailblazer • Destruction,trailblazer-destruction,E2,2,"When enemies are defeated due to the Trailblazer's Ultimate, the Trailblazer regenerates","When enemies are defeated due to the Trailblazer's Ultimate, the Trailblazer regenerates 10 extra Energy. This effect can only be triggered once per attack. 10 extra Energy. This effect can only be triggered once per attack."
Trailblazer • Destruction,trailblazer-destruction,E3,3,Attacking enemies with Physical Weakness restores the Trailblazer's HP equal to,Attacking enemies with Physical Weakness restores the Trailblazer's HP equal to 5% of the Trailblazer's ATK. 5% of the Trailblazer's ATK.
Trailblazer • Destruction,trailblazer-destruction,E4,4,Skill Lv. +,"Skill Lv. + 2 , up to a maximum of Lv. 15 . Talent Lv. + 2 , up to a maximum of Lv. 15 . 2 , up to a maximum of Lv. 15 . Talent Lv. + 2 , up to a maximum of Lv. 15 ."
Trailblazer • Destruction,trailblazer-destruction,E5,5,"When attacking an enemy with Weakness Break, CRIT Rate is increased by","When attacking an enemy with Weakness Break, CRIT Rate is increased by 25% . 25% ."
Trailblazer • Destruction,trailblazer-destruction,E6,6,Ultimate Lv. +,"Ultimate Lv. + 2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 . 2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 ."
Trailblazer • Destruction,trailblazer-destruction,E7,7,,The Trailblazer's Talent is also triggered when they defeat an enemy.
Trailblazer • Elation,trailblazer-elation,E1,1,E,"Believe In the Light 1 Believe In the Light Eidolon 1 After using a Skill, the next Ultimate increases the ""Certified Banger"" gained by ally targets by 2 . This effect can stack up to 3 times. E 2 History in the Making... Eidolon 2 Ultimate additionally increases the Elation of a designated ally by 12% , lasting for 2 turn(s). E 3 Into the Spotlight Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Elation Skill Lv. +1 , up to a maximum of Lv. 15. E 4 Save the World. Just Because. Eidolon 4 When using an Elation Skill, increases DMG taken by enemy targets by 10% , lasting for 2 turn(s). E 5 Love & Courage: Always in Style Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Elation Skill Lv. +1 , up to a maximum of Lv. 15. E 6 The Cosmic Legend Cometh! Eidolon 6 When using Elation Skill, increases this unit's CRIT DMG by 100% for 3 turns."
Trailblazer • Elation,trailblazer-elation,E2,2,"After using a Skill, the next Ultimate increases the ""Certified Banger"" gained by ally targets by","After using a Skill, the next Ultimate increases the ""Certified Banger"" gained by ally targets by 2 . This effect can stack up to 3 times. 2 . This effect can stack up to 3 times."
Trailblazer • Elation,trailblazer-elation,E3,3,Ultimate additionally increases the Elation of a designated ally by,"Ultimate additionally increases the Elation of a designated ally by 12% , lasting for 2 turn(s). 12% , lasting for 2 turn(s)."
Trailblazer • Elation,trailblazer-elation,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Elation Skill Lv. +1 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Elation Skill Lv. +1 , up to a maximum of Lv. 15."
Trailblazer • Elation,trailblazer-elation,E5,5,"When using an Elation Skill, increases DMG taken by enemy targets by","When using an Elation Skill, increases DMG taken by enemy targets by 10% , lasting for 2 turn(s). 10% , lasting for 2 turn(s)."
Trailblazer • Elation,trailblazer-elation,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Elation Skill Lv. +1 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Elation Skill Lv. +1 , up to a maximum of Lv. 15."
Trailblazer • Elation,trailblazer-elation,E7,7,"When using Elation Skill, increases this unit's CRIT DMG by","When using Elation Skill, increases this unit's CRIT DMG by 100% for 3 turns. 100% for 3 turns."
Trailblazer • Harmony,trailblazer-harmony,E1,1,E,"Best Seat in the House 1 Best Seat in the House Eidolon 1 After using Skill for the first time, immediately recovers 1 Skill Point(s). E 2 Jailbreaking Rainbowwalk Eidolon 2 When the battle starts, the Trailblazer's Energy Regeneration Rate increases by 25% , lasting for 3 turn(s). E 3 Sanatorium for Rest Notes Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 4 Dove in Tophat Eidolon 4 While the Trailblazer is on the field, increases the Break Effect of all teammates (excluding the Trailblazer), by an amount equal to 15% of the Trailblazer's Break Effect. E 5 Poem Favors Rhythms of Old Eidolon 5 Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 6 Tomorrow, Rest in Spotlight Eidolon 6 The number of additional DMG applications by the Skill increases by 2 ."
Trailblazer • Harmony,trailblazer-harmony,E2,2,"After using Skill for the first time, immediately recovers","After using Skill for the first time, immediately recovers 1 Skill Point(s). 1 Skill Point(s)."
Trailblazer • Harmony,trailblazer-harmony,E3,3,"When the battle starts, the Trailblazer's Energy Regeneration Rate increases by","When the battle starts, the Trailblazer's Energy Regeneration Rate increases by 25% , lasting for 3 turn(s). 25% , lasting for 3 turn(s)."
Trailblazer • Harmony,trailblazer-harmony,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Trailblazer • Harmony,trailblazer-harmony,E5,5,"While the Trailblazer is on the field, increases the Break Effect of all teammates (excluding the Trailblazer), by an amount equal to","While the Trailblazer is on the field, increases the Break Effect of all teammates (excluding the Trailblazer), by an amount equal to 15% of the Trailblazer's Break Effect. 15% of the Trailblazer's Break Effect."
Trailblazer • Harmony,trailblazer-harmony,E6,6,Ultimate Lv.,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Trailblazer • Harmony,trailblazer-harmony,E7,7,The number of additional DMG applications by the Skill increases by,The number of additional DMG applications by the Skill increases by 2 . 2 .
Trailblazer • Preservation,trailblazer-preservation,E1,1,E,"Earth-Shaking Resonance 1 Earth-Shaking Resonance Eidolon 1 When the Trailblazer uses their Basic ATK, additionally deals Fire DMG equal to 25% of the Trailblazer's DEF. When the Trailblazer uses their enhanced Basic ATK, deal Additional Fire DMG equal to 50% of the Trailblazer's DEF. E 2 Time-Defying Tenacity Eidolon 2 The Shield applied to all allies from the Trailblazer's Talent will block extra DMG equal to 2% of the Trailblazer's DEF plus 27 . E 3 Trail-Blazing Blueprint Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 4 Nation-Building Oath Eidolon 4 At the start of the battle, immediately gains 4 stack(s) of Magma Will. E 5 Spirit-Warming Flame Eidolon 5 Ultimate Lv. + 2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 . E 6 City-Forging Bulwarks Eidolon 6 After the Trailblazer use enhanced Basic ATK or Ultimate, their DEF increases by 10% . Stacks up to 3 time(s)."
Trailblazer • Preservation,trailblazer-preservation,E2,2,"When the Trailblazer uses their Basic ATK, additionally deals","When the Trailblazer uses their Basic ATK, additionally deals Fire DMG equal to 25% of the Trailblazer's DEF. When the Trailblazer uses their enhanced Basic ATK, deal Additional Fire DMG equal to 50% of the Trailblazer's DEF. Fire DMG equal to 25% of the Trailblazer's DEF. When the Trailblazer uses their enhanced Basic ATK, deal Additional Fire DMG equal to 50% of the Trailblazer's DEF."
Trailblazer • Preservation,trailblazer-preservation,E3,3,The Shield applied to all allies from the Trailblazer's Talent will block extra DMG equal to,The Shield applied to all allies from the Trailblazer's Talent will block extra DMG equal to 2% of the Trailblazer's DEF plus 27 . 2% of the Trailblazer's DEF plus 27 .
